#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq	strain	sampleID	contig	plant	syncom	treatment	generation	line	sample_type	condition
Root123D2_contig_2	1	209642	1484	126448	60.3162	1.0537	39.5	42.0	Root123D2	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
Root77_contig_1	1	4050161	10404	1167307	28.8212	0.381847	39.4	41.8	Root77	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root77_contig_2	1	224003	580	65392	29.1925	0.384589	39.5	42.0	Root77	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
Root29_contig_1	1	6549547	44	5776	0.0881893	0.00100053	39.4	33.5	Root29	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root935_contig_1	1	5125288	2200174	5119439	99.8859	64.1983	39.7	41.2	Root935	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root685_contig_1	1	4404136	30	3959	0.0898928	0.00102063	39.6	41.9	Root685	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root61_contig_1	1	4027981	10852	1185806	29.4392	0.400131	39.4	41.7	Root61	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root265_contig_1	1	6686035	5338	652640	9.76124	0.118836	39.5	38.5	Root265	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root418_contig_1	1	7312949	636	54938	0.751243	0.0129477	39.5	3.25	Root418	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root695_contig_1	1	6390105	1714	220646	3.45293	0.0400029	39.5	40.7	Root695	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root695_contig_2	1	198363	50	6218	3.13466	0.0374667	39.4	39.3	Root695	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
Root695_contig_3	1	23329	8	1004	4.30366	0.0514381	39.8	42.0	Root695	g12_l8	3	col0	lj	non-native	12	8	generation	col0_lj
Root68_contig_1	1	6297301	158	12182	0.193448	0.00369476	39.4	2.0	Root68	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root142_contig_1	1	3975743	38	4825	0.121361	0.00142741	39.6	11.8	Root142	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root142_contig_2	1	1955139	8	894	0.0457256	0.000526305	37.9	17.0	Root142	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
Root142_contig_3	1	1020406	12	1361	0.133378	0.00176204	39.3	18.8	Root142	g12_l8	3	col0	lj	non-native	12	8	generation	col0_lj
Root142_contig_4	1	866837	2	157	0.0181118	0.000346086	40.0	3.0	Root142	g12_l8	4	col0	lj	non-native	12	8	generation	col0_lj
Root1310_contig_1	1	9313930	10	1363	0.014634	0.000161049	39.7	41.0	Root1310	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root480_contig_1	1	3678341	1588	204188	5.55109	0.0640123	39.5	41.7	Root480	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot1_contig_1	1	6184059	66788	4573828	73.9616	1.60478	39.5	39.9	LjRoot1	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot5_contig_1	1	4452308	62	4175	0.0937716	0.00203804	39.4	0.29	LjRoot5	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot52_contig_1	1	5592429	4636	577326	10.3233	0.12332	39.5	41.1	LjRoot52	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot17_contig_1	1	3400871	7346	846050	24.8775	0.321461	39.5	41.6	LjRoot17	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot72_contig_1	1	5051517	72654	4191519	82.9755	2.14351	39.5	41.4	LjRoot72	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot82_contig_1	1	5009941	116822	4752128	94.854	3.48571	39.7	40.3	LjRoot82	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot222_contig_1	1	4720695	16450	1718920	36.4124	0.519139	39.5	41.8	LjRoot222	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot44_contig_1	1	3803502	9954	1057573	27.8052	0.38893	39.5	41.7	LjRoot44	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot44_contig_2	1	31311	114	11296	36.0768	0.542653	39.4	42.0	LjRoot44	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
LjRoot80_contig_1	1	6024117	3418	426310	7.07672	0.0842437	39.4	38.4	LjRoot80	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot80_contig_2	1	315699	162	20570	6.5157	0.0766426	39.6	40.0	LjRoot80	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
LjRoot33_contig_1	1	5239285	85934	4563212	87.0961	2.44579	39.6	41.6	LjRoot33	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjNodule218_contig_1	1	6816670	4574	556521	8.16412	0.0998432	39.5	40.8	LjNodule218	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjNodule218_contig_2	1	651417	468	56471	8.66895	0.107248	39.5	40.2	LjNodule218	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
LjNodule218_contig_3	1	296196	208	24948	8.4228	0.105332	39.7	39.7	LjNodule218	g12_l8	3	col0	lj	non-native	12	8	generation	col0_lj
LjRoot59_contig_1	1	6711861	148554	6215562	92.6056	3.29357	39.6	40.6	LjRoot59	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot46_contig_1	1	4406614	8626	980756	22.2565	0.291659	39.5	40.8	LjRoot46	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot46_contig_2	1	1386995	2784	318594	22.9701	0.299663	39.6	41.1	LjRoot46	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
LjRoot46_contig_3	1	280132	586	67187	23.9841	0.31231	39.6	40.9	LjRoot46	g12_l8	3	col0	lj	non-native	12	8	generation	col0_lj
LjRoot46_contig_4	1	137921	316	36425	26.41	0.341522	39.6	42.0	LjRoot46	g12_l8	4	col0	lj	non-native	12	8	generation	col0_lj
LjRoot46_contig_5	1	90004	218	24378	27.0855	0.360573	39.6	42.0	LjRoot46	g12_l8	5	col0	lj	non-native	12	8	generation	col0_lj
LjRoot60_contig_1	1	3971937	134264	3895973	98.0875	5.02487	39.5	41.6	LjRoot60	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot60_contig_2	1	167542	8280	167109	99.7416	7.37245	39.5	42.0	LjRoot60	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
LjRoot262_contig_1	1	4527900	229366	4506471	99.5267	7.53533	39.5	41.8	LjRoot262	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root131_contig_2	1	358064	0	0	0.0	0.0	0.0	0.0	Root131	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
Root131_contig_3	1	349599	0	0	0.0	0.0	0.0	0.0	Root131	g12_l8	3	col0	lj	non-native	12	8	generation	col0_lj
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g12_l8	4	col0	lj	non-native	12	8	generation	col0_lj
Root131_contig_5	1	127922	0	0	0.0	0.0	0.0	0.0	Root131	g12_l8	5	col0	lj	non-native	12	8	generation	col0_lj
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g12_l8	6	col0	lj	non-native	12	8	generation	col0_lj
Root131_contig_7	1	40652	0	0	0.0	0.0	0.0	0.0	Root131	g12_l8	7	col0	lj	non-native	12	8	generation	col0_lj
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g12_l8	8	col0	lj	non-native	12	8	generation	col0_lj
Root101_contig_1	1	4394404	0	0	0.0	0.0	0.0	0.0	Root101	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root1310_contig_2	1	276174	0	0	0.0	0.0	0.0	0.0	Root1310	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
Root720_contig_1	1	5297621	0	0	0.0	0.0	0.0	0.0	Root720	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot24_contig_1	1	3631992	0	0	0.0	0.0	0.0	0.0	LjRoot24	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g12_l8	2	col0	lj	non-native	12	8	generation	col0_lj
LjRoot303_contig_1	1	8514157	0	0	0.0	0.0	0.0	0.0	LjRoot303	g12_l8	1	col0	lj	non-native	12	8	generation	col0_lj
Root83_contig_1	1	6242359	190	18096	0.28989	0.00451752	39.7	13.6	Root83	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root131_contig_1	1	5452892	42	5016	0.0919879	0.00114563	39.8	23.9	Root131	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root131_contig_2	1	358064	4	523	0.146063	0.00167568	39.7	42.0	Root131	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
Root131_contig_3	1	349599	4	477	0.136442	0.00171625	40.0	42.0	Root131	g12_l9	3	col0	lj	non-native	12	9	generation	col0_lj
Root131_contig_5	1	127922	4	600	0.469036	0.00469036	39.5	42.0	Root131	g12_l9	5	col0	lj	non-native	12	9	generation	col0_lj
Root123D2_contig_1	1	4592849	963752	4591883	99.979	31.3477	39.7	41.9	Root123D2	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root123D2_contig_2	1	209642	25870	209545	99.9537	18.4208	39.7	42.0	Root123D2	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
Root77_contig_1	1	4050161	162604	4020617	99.2705	5.98292	39.6	41.8	Root77	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root77_contig_2	1	224003	7500	221512	98.888	4.99525	39.6	42.0	Root77	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
Root29_contig_1	1	6549547	2264	288295	4.40175	0.051413	39.6	38.7	Root29	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root935_contig_1	1	5125288	8829504	5120347	99.9036	257.774	39.8	41.4	Root935	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root685_contig_1	1	4404136	1182	157213	3.56967	0.0400914	39.6	41.8	Root685	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root61_contig_1	1	4027981	273012	4021159	99.8306	10.098	39.6	41.9	Root61	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root265_contig_1	1	6686035	123048	6097776	91.2017	2.74509	39.6	39.0	Root265	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root418_contig_1	1	7312949	6946	440485	6.02336	0.140974	39.6	14.5	Root418	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root695_contig_1	1	6390105	6548	819037	12.8173	0.152907	39.7	40.2	Root695	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root695_contig_2	1	198363	180	21829	11.0046	0.136028	39.6	39.6	Root695	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
Root695_contig_3	1	23329	20	2360	10.1162	0.128595	39.5	42.0	Root695	g12_l9	3	col0	lj	non-native	12	9	generation	col0_lj
Root68_contig_1	1	6297301	4336	75676	1.20172	0.101432	39.7	3.04	Root68	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root142_contig_1	1	3975743	716	50814	1.2781	0.0267565	39.7	4.3	Root142	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root142_contig_2	1	1955139	84	7743	0.396033	0.00640671	39.6	18.8	Root142	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
Root142_contig_3	1	1020406	76	5725	0.561051	0.0111358	39.6	15.4	Root142	g12_l9	3	col0	lj	non-native	12	9	generation	col0_lj
Root142_contig_4	1	866837	92	7128	0.8223	0.0159199	39.7	32.4	Root142	g12_l9	4	col0	lj	non-native	12	9	generation	col0_lj
Root1310_contig_1	1	9313930	278	37665	0.404394	0.0044194	39.4	41.1	Root1310	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root1310_contig_2	1	276174	16	2055	0.744096	0.00869017	39.6	42.0	Root1310	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
Root480_contig_1	1	3678341	70022	3383045	91.972	2.83785	39.6	41.9	Root480	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root720_contig_1	1	5297621	86	11357	0.214379	0.0024058	39.5	39.8	Root720	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot1_contig_1	1	6184059	287806	6143080	99.3373	6.93078	39.6	40.4	LjRoot1	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot5_contig_1	1	4452308	48	4413	0.0991171	0.00160254	39.8	0.208	LjRoot5	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot52_contig_1	1	5592429	84616	4853047	86.7789	2.25728	39.6	41.4	LjRoot52	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot17_contig_1	1	3400871	123538	3363228	98.8931	5.41656	39.6	41.7	LjRoot17	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot72_contig_1	1	5051517	2469118	5050746	99.9847	72.9758	39.6	41.7	LjRoot72	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot82_contig_1	1	5009941	1060080	5007432	99.9499	31.6544	39.8	40.8	LjRoot82	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot222_contig_1	1	4720695	295030	4715541	99.8908	9.32889	39.6	41.8	LjRoot222	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot24_contig_1	1	3631992	4	467	0.012858	0.00016217	39.8	1.5	LjRoot24	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot44_contig_1	1	3803502	324310	3794657	99.7675	12.7104	39.6	41.9	LjRoot44	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot44_contig_2	1	31311	3164	31279	99.8978	15.0616	39.6	42.0	LjRoot44	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
LjRoot80_contig_1	1	6024117	130126	5672628	94.1653	3.21952	39.6	38.6	LjRoot80	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot80_contig_2	1	315699	3234	235005	74.4396	1.52677	39.6	41.2	LjRoot80	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
LjRoot33_contig_1	1	5239285	2254442	5238556	99.9861	64.2526	39.7	41.7	LjRoot33	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjNodule218_contig_1	1	6816670	134938	6339447	92.9992	2.95539	39.7	41.0	LjNodule218	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjNodule218_contig_2	1	651417	11040	586083	89.9705	2.53289	39.7	40.5	LjNodule218	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
LjNodule218_contig_3	1	296196	4726	260270	87.8709	2.38363	39.7	39.1	LjNodule218	g12_l9	3	col0	lj	non-native	12	9	generation	col0_lj
LjRoot59_contig_1	1	6711861	11627488	6709509	99.965	258.083	39.7	41.0	LjRoot59	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot46_contig_1	1	4406614	270064	4399671	99.8424	9.14923	39.7	41.2	LjRoot46	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot46_contig_2	1	1386995	84328	1386240	99.9456	9.08279	39.7	41.3	LjRoot46	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
LjRoot46_contig_3	1	280132	13708	279624	99.8187	7.31181	39.7	41.2	LjRoot46	g12_l9	3	col0	lj	non-native	12	9	generation	col0_lj
LjRoot46_contig_4	1	137921	8620	137870	99.963	9.32606	39.7	42.0	LjRoot46	g12_l9	4	col0	lj	non-native	12	9	generation	col0_lj
LjRoot46_contig_5	1	90004	5122	89835	99.8122	8.51134	39.7	42.0	LjRoot46	g12_l9	5	col0	lj	non-native	12	9	generation	col0_lj
LjRoot60_contig_1	1	3971937	5256066	3970671	99.9681	197.226	39.6	41.7	LjRoot60	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot60_contig_2	1	167542	305530	167542	100.0	272.271	39.6	42.0	LjRoot60	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
LjRoot262_contig_1	1	4527900	4869502	4525003	99.936	160.333	39.6	41.9	LjRoot262	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g12_l9	4	col0	lj	non-native	12	9	generation	col0_lj
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g12_l9	6	col0	lj	non-native	12	9	generation	col0_lj
Root131_contig_7	1	40652	0	0	0.0	0.0	0.0	0.0	Root131	g12_l9	7	col0	lj	non-native	12	9	generation	col0_lj
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g12_l9	8	col0	lj	non-native	12	9	generation	col0_lj
Root101_contig_1	1	4394404	0	0	0.0	0.0	0.0	0.0	Root101	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g12_l9	2	col0	lj	non-native	12	9	generation	col0_lj
LjRoot303_contig_1	1	8514157	0	0	0.0	0.0	0.0	0.0	LjRoot303	g12_l9	1	col0	lj	non-native	12	9	generation	col0_lj
Root83_contig_1	1	6242359	362	48154	0.771407	0.00860332	39.7	34.3	Root83	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root131_contig_1	1	5452892	30	4010	0.073539	0.000807095	39.3	22.5	Root131	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root131_contig_3	1	349599	4	553	0.158181	0.00171625	39.9	42.0	Root131	g12_l10	3	col0	lj	non-native	12	10	generation	col0_lj
Root131_contig_7	1	40652	2	300	0.737971	0.00737971	39.9	42.0	Root131	g12_l10	7	col0	lj	non-native	12	10	generation	col0_lj
Root123D2_contig_1	1	4592849	535420	4591073	99.9613	17.4128	39.6	41.9	Root123D2	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root123D2_contig_2	1	209642	15826	209570	99.9657	11.2768	39.6	42.0	Root123D2	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
Root77_contig_1	1	4050161	174286	4029541	99.4909	6.40977	39.5	41.8	Root77	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root77_contig_2	1	224003	8616	222347	99.2607	5.74287	39.6	42.0	Root77	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
Root29_contig_1	1	6549547	5168	669102	10.216	0.117315	39.5	40.2	Root29	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root935_contig_1	1	5125288	7683282	5120036	99.8975	224.296	39.8	41.4	Root935	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root685_contig_1	1	4404136	5484	700707	15.9102	0.186113	39.7	41.8	Root685	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root101_contig_1	1	4394404	2	206	0.00468778	0.0000682686	39.9	0.0	Root101	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root61_contig_1	1	4027981	210792	4014682	99.6698	7.79592	39.6	41.9	Root61	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root265_contig_1	1	6686035	421394	6674269	99.824	9.3987	39.6	39.0	Root265	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root418_contig_1	1	7312949	8466	830494	11.3565	0.171865	39.6	26.8	Root418	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root695_contig_1	1	6390105	277858	6362900	99.5743	6.49254	39.6	40.9	Root695	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root695_contig_2	1	198363	6170	195507	98.5602	4.64279	39.6	39.3	Root695	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
Root695_contig_3	1	23329	730	23180	99.3613	4.67401	39.6	41.9	Root695	g12_l10	3	col0	lj	non-native	12	10	generation	col0_lj
Root68_contig_1	1	6297301	2936	141942	2.25401	0.0685878	39.6	11.2	Root68	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root142_contig_1	1	3975743	626	63251	1.59092	0.0234102	39.6	13.8	Root142	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root142_contig_2	1	1955139	140	17613	0.900857	0.010568	39.6	33.7	Root142	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
Root142_contig_3	1	1020406	120	10039	0.983824	0.0173774	39.6	19.3	Root142	g12_l10	3	col0	lj	non-native	12	10	generation	col0_lj
Root142_contig_4	1	866837	156	12913	1.48967	0.0269797	39.8	32.5	Root142	g12_l10	4	col0	lj	non-native	12	10	generation	col0_lj
Root1310_contig_1	1	9313930	666	90018	0.966488	0.01063	39.6	41.6	Root1310	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root1310_contig_2	1	276174	58	8131	2.94416	0.0315019	39.6	41.7	Root1310	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
Root480_contig_1	1	3678341	32132	2591107	70.4423	1.30195	39.6	41.9	Root480	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root720_contig_1	1	5297621	116	15733	0.296982	0.00327694	39.6	39.4	Root720	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot1_contig_1	1	6184059	160712	5966130	96.476	3.87014	39.6	40.4	LjRoot1	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot5_contig_1	1	4452308	40	4004	0.0899309	0.00133706	39.6	0.2	LjRoot5	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot52_contig_1	1	5592429	59280	4302646	76.937	1.58078	39.6	41.5	LjRoot52	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot17_contig_1	1	3400871	71404	3204581	94.2282	3.12978	39.6	41.7	LjRoot17	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot72_contig_1	1	5051517	1286272	5050092	99.9718	38.0106	39.6	41.7	LjRoot72	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot82_contig_1	1	5009941	1233352	5007907	99.9594	36.8275	39.8	40.8	LjRoot82	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot222_contig_1	1	4720695	161670	4670744	98.9419	5.11277	39.6	41.8	LjRoot222	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot24_contig_1	1	3631992	8	1134	0.0312225	0.000330397	39.9	1.5	LjRoot24	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot44_contig_1	1	3803502	181716	3783098	99.4635	7.11961	39.6	41.8	LjRoot44	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot44_contig_2	1	31311	1474	31120	99.39	7.00073	39.6	42.0	LjRoot44	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
LjRoot80_contig_1	1	6024117	278156	5997757	99.5624	6.88237	39.6	38.7	LjRoot80	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot80_contig_2	1	315699	3518	245752	77.8438	1.662	39.6	41.1	LjRoot80	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
LjRoot33_contig_1	1	5239285	1492398	5238144	99.9782	42.532	39.7	41.7	LjRoot33	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjNodule218_contig_1	1	6816670	83486	5575636	81.7941	1.8281	39.6	41.0	LjNodule218	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjNodule218_contig_2	1	651417	7884	532822	81.7943	1.80804	39.7	40.7	LjNodule218	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
LjNodule218_contig_3	1	296196	3164	234308	79.1057	1.59585	39.7	39.1	LjNodule218	g12_l10	3	col0	lj	non-native	12	10	generation	col0_lj
LjRoot59_contig_1	1	6711861	6531662	6709075	99.9585	144.982	39.7	41.0	LjRoot59	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot46_contig_1	1	4406614	102102	4212762	95.6009	3.45873	39.6	41.1	LjRoot46	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot46_contig_2	1	1386995	32268	1331196	95.977	3.47571	39.7	41.4	LjRoot46	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
LjRoot46_contig_3	1	280132	5442	262004	93.5288	2.9042	39.7	41.3	LjRoot46	g12_l10	3	col0	lj	non-native	12	10	generation	col0_lj
LjRoot46_contig_4	1	137921	3380	133601	96.8678	3.66031	39.6	42.0	LjRoot46	g12_l10	4	col0	lj	non-native	12	10	generation	col0_lj
LjRoot46_contig_5	1	90004	1954	85305	94.7791	3.24371	39.7	42.0	LjRoot46	g12_l10	5	col0	lj	non-native	12	10	generation	col0_lj
LjRoot303_contig_1	1	8514157	2	190	0.00223158	0.0000352354	40.0	0.0	LjRoot303	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot60_contig_1	1	3971937	3052132	3970281	99.9583	114.493	39.6	41.7	LjRoot60	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
LjRoot60_contig_2	1	167542	182988	167542	100.0	163.097	39.6	42.0	LjRoot60	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
LjRoot262_contig_1	1	4527900	3633954	4524900	99.9337	119.633	39.6	41.9	LjRoot262	g12_l10	1	col0	lj	non-native	12	10	generation	col0_lj
Root131_contig_2	1	358064	0	0	0.0	0.0	0.0	0.0	Root131	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g12_l10	4	col0	lj	non-native	12	10	generation	col0_lj
Root131_contig_5	1	127922	0	0	0.0	0.0	0.0	0.0	Root131	g12_l10	5	col0	lj	non-native	12	10	generation	col0_lj
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g12_l10	6	col0	lj	non-native	12	10	generation	col0_lj
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g12_l10	8	col0	lj	non-native	12	10	generation	col0_lj
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g12_l10	2	col0	lj	non-native	12	10	generation	col0_lj
Root83_contig_1	1	6242359	339760	6219421	99.6325	8.10778	39.6	40.4	Root83	g12_l11	1	gifu	at	non-native	12	11	generation	gifu_at
Root131_contig_1	1	5452892	4	595	0.0109116	0.000109116	39.6	0.0	Root131	g12_l11	1	gifu	at	non-native	12	11	generation	gifu_at
Root123D2_contig_1	1	4592849	290650	4589151	99.9195	9.45128	39.6	41.9	Root123D2	g12_l11	1	gifu	at	non-native	12	11	generation	gifu_at
Root123D2_contig_2	1	209642	19460	209533	99.948	13.8534	39.6	42.0	Root123D2	g12_l11	2	gifu	at	non-native	12	11	generation	gifu_at
Root77_contig_1	1	4050161	86342	3815246	94.1999	3.17677	39.6	41.8	Root77	g12_l11	1	gifu	at	non-native	12	11	generation	gifu_at
Root77_contig_2	1	224003	4588	209171	93.3787	3.05618	39.6	42.0	Root77	g12_l11	2	gifu	at	non-native	12	11	generation	gifu_at
Root29_contig_1	1	6549547	359812	6522917	99.5934	8.17253	39.5	41.1	Root29	g12_l11	1	gifu	at	non-native	12	11	generation	gifu_at
Root935_contig_1	1	5125288	4217350	5119327	99.8837	123.106	39.8	41.4	Root935	g12_l11	1	gifu	at	non-native	12	11	generation	gifu_at
